ID,innings,BattingTeam,bowling_team,total_run_y
501257,1,Kings XI Punjab,Delhi Daredevils,170
501257,2,Delhi Daredevils,Kings XI Punjab,141
501256,1,Deccan Chargers,Mumbai Indians,135
501256,2,Mumbai Indians,Deccan Chargers,125
501255,1,Kolkata Knight Riders,Royal Challengers Bangalore,89
501255,2,Royal Challengers Bangalore,Kolkata Knight Riders,105
501254,1,Kochi Tuskers Kerala,Kings XI Punjab,178
501254,2,Kings XI Punjab,Kochi Tuskers Kerala,181
501253,1,Chennai Super Kings,Delhi Daredevils,176
501253,2,Delhi Daredevils,Chennai Super Kings,158
501252,1,Rajasthan Royals,Royal Challengers Bangalore,146
501252,2,Royal Challengers Bangalore,Rajasthan Royals,151
501251,1,Kings XI Punjab,Mumbai Indians,163
501251,2,Mumbai Indians,Kings XI Punjab,87
501250,1,Deccan Chargers,Pune Warriors,136
501250,2,Pune Warriors,Deccan Chargers,137
501249,1,Chennai Super Kings,Rajasthan Royals,196
501249,2,Rajasthan Royals,Chennai Super Kings,133
501248,1,Kings XI Punjab,Pune Warriors,119
501248,2,Pune Warriors,Kings XI Punjab,120
501247,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,125
501247,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,128
501246,1,Mumbai Indians,Delhi Daredevils,178
501246,2,Delhi Daredevils,Mumbai Indians,146
501245,1,Chennai Super Kings,Kolkata Knight Riders,114
501245,2,Kolkata Knight Riders,Chennai Super Kings,61
501244,1,Royal Challengers Bangalore,Kings XI Punjab,205
501244,2,Kings XI Punjab,Royal Challengers Bangalore,120
501243,1,Deccan Chargers,Delhi Daredevils,175
501243,2,Delhi Daredevils,Deccan Chargers,179
501242,1,Kochi Tuskers Kerala,Kolkata Knight Riders,156
501242,2,Kolkata Knight Riders,Kochi Tuskers Kerala,139
501241,1,Mumbai Indians,Pune Warriors,160
501241,2,Pune Warriors,Mumbai Indians,139
501240,1,Rajasthan Royals,Chennai Super Kings,147
501240,2,Chennai Super Kings,Rajasthan Royals,149
501239,1,Kolkata Knight Riders,Deccan Chargers,169
501239,2,Deccan Chargers,Kolkata Knight Riders,149
501238,1,Delhi Daredevils,Kochi Tuskers Kerala,140
501238,2,Kochi Tuskers Kerala,Delhi Daredevils,141
501237,1,Mumbai Indians,Kings XI Punjab,159
501237,2,Kings XI Punjab,Mumbai Indians,136
501236,1,Chennai Super Kings,Deccan Chargers,165
501236,2,Deccan Chargers,Chennai Super Kings,146
501235,1,Pune Warriors,Rajasthan Royals,143
501235,2,Rajasthan Royals,Pune Warriors,144
501234,1,Kings XI Punjab,Kolkata Knight Riders,119
501234,2,Kolkata Knight Riders,Kings XI Punjab,120
501233,1,Delhi Daredevils,Kochi Tuskers Kerala,157
501233,2,Kochi Tuskers Kerala,Delhi Daredevils,119
501232,1,Royal Challengers Bangalore,Pune Warriors,181
501232,2,Pune Warriors,Royal Challengers Bangalore,155
501231,1,Mumbai Indians,Rajasthan Royals,94
501231,2,Rajasthan Royals,Mumbai Indians,95
501230,1,Kolkata Knight Riders,Delhi Daredevils,148
501230,2,Delhi Daredevils,Kolkata Knight Riders,131
501229,1,Deccan Chargers,Kochi Tuskers Kerala,129
501229,2,Kochi Tuskers Kerala,Deccan Chargers,74
501228,1,Pune Warriors,Chennai Super Kings,141
501228,2,Chennai Super Kings,Pune Warriors,145
501227,1,Delhi Daredevils,Royal Challengers Bangalore,160
501227,2,Royal Challengers Bangalore,Delhi Daredevils,161
501226,1,Chennai Super Kings,Pune Warriors,142
501226,2,Pune Warriors,Chennai Super Kings,117
501225,1,Kochi Tuskers Kerala,Rajasthan Royals,109
501225,2,Rajasthan Royals,Kochi Tuskers Kerala,111
501224,1,Mumbai Indians,Deccan Chargers,172
501224,2,Deccan Chargers,Mumbai Indians,135
501223,1,Delhi Daredevils,Kings XI Punjab,231
501223,2,Kings XI Punjab,Delhi Daredevils,202
501222,1,Kolkata Knight Riders,Royal Challengers Bangalore,171
501222,2,Royal Challengers Bangalore,Kolkata Knight Riders,175
501221,1,Mumbai Indians,Chennai Super Kings,164
501221,2,Chennai Super Kings,Mumbai Indians,156
501220,1,Kings XI Punjab,Rajasthan Royals,195
501220,2,Rajasthan Royals,Kings XI Punjab,147
501219,1,Kochi Tuskers Kerala,Kolkata Knight Riders,132
501219,2,Kolkata Knight Riders,Kochi Tuskers Kerala,126
501218,1,Pune Warriors,Mumbai Indians,118
501218,2,Mumbai Indians,Pune Warriors,124
501216,1,Deccan Chargers,Delhi Daredevils,168
501216,2,Delhi Daredevils,Deccan Chargers,152
501215,1,Chennai Super Kings,Kochi Tuskers Kerala,131
501215,2,Kochi Tuskers Kerala,Chennai Super Kings,135
501214,1,Rajasthan Royals,Kolkata Knight Riders,81
501214,2,Kolkata Knight Riders,Rajasthan Royals,85
501213,1,Pune Warriors,Delhi Daredevils,187
501213,2,Delhi Daredevils,Pune Warriors,190
501212,1,Deccan Chargers,Kings XI Punjab,165
501212,2,Kings XI Punjab,Deccan Chargers,166
501211,1,Chennai Super Kings,Royal Challengers Bangalore,183
501211,2,Royal Challengers Bangalore,Chennai Super Kings,162
501210,1,Mumbai Indians,Kochi Tuskers Kerala,182
501210,2,Kochi Tuskers Kerala,Mumbai Indians,184
501209,1,Rajasthan Royals,Kolkata Knight Riders,159
501209,2,Kolkata Knight Riders,Rajasthan Royals,160
501208,1,Deccan Chargers,Royal Challengers Bangalore,175
501208,2,Royal Challengers Bangalore,Deccan Chargers,142
501207,1,Kochi Tuskers Kerala,Pune Warriors,148
501207,2,Pune Warriors,Kochi Tuskers Kerala,151
501206,1,Chennai Super Kings,Kings XI Punjab,188
501206,2,Kings XI Punjab,Chennai Super Kings,193
501205,1,Royal Challengers Bangalore,Mumbai Indians,140
501205,2,Mumbai Indians,Royal Challengers Bangalore,143
501204,1,Delhi Daredevils,Rajasthan Royals,151
501204,2,Rajasthan Royals,Delhi Daredevils,152
501203,1,Kolkata Knight Riders,Deccan Chargers,163
501203,2,Deccan Chargers,Kolkata Knight Riders,154
501202,1,Kings XI Punjab,Pune Warriors,112
501202,2,Pune Warriors,Kings XI Punjab,113
501201,1,Delhi Daredevils,Mumbai Indians,95
501201,2,Mumbai Indians,Delhi Daredevils,99
501200,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,161
501200,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,162
501199,1,Deccan Chargers,Rajasthan Royals,137
501199,2,Rajasthan Royals,Deccan Chargers,141
501198,1,Chennai Super Kings,Kolkata Knight Riders,153
501198,2,Kolkata Knight Riders,Chennai Super Kings,151
419165,1,Chennai Super Kings,Mumbai Indians,168
419165,2,Mumbai Indians,Chennai Super Kings,146
419164,1,Deccan Chargers,Royal Challengers Bangalore,82
419164,2,Royal Challengers Bangalore,Deccan Chargers,86
419163,1,Chennai Super Kings,Deccan Chargers,142
419163,2,Deccan Chargers,Chennai Super Kings,104
419162,1,Mumbai Indians,Royal Challengers Bangalore,184
419162,2,Royal Challengers Bangalore,Mumbai Indians,149
419161,1,Mumbai Indians,Kolkata Knight Riders,133
419161,2,Kolkata Knight Riders,Mumbai Indians,135
419160,1,Deccan Chargers,Delhi Daredevils,145
419160,2,Delhi Daredevils,Deccan Chargers,134
419159,1,Kings XI Punjab,Chennai Super Kings,192
419159,2,Chennai Super Kings,Kings XI Punjab,195
419158,1,Rajasthan Royals,Kolkata Knight Riders,132
419158,2,Kolkata Knight Riders,Rajasthan Royals,133
419157,1,Mumbai Indians,Royal Challengers Bangalore,191
419157,2,Royal Challengers Bangalore,Mumbai Indians,134
419156,1,Kings XI Punjab,Deccan Chargers,174
419156,2,Deccan Chargers,Kings XI Punjab,178
419155,1,Chennai Super Kings,Delhi Daredevils,112
419155,2,Delhi Daredevils,Chennai Super Kings,113
419154,1,Rajasthan Royals,Royal Challengers Bangalore,130
419154,2,Royal Challengers Bangalore,Rajasthan Royals,132
419153,1,Kolkata Knight Riders,Chennai Super Kings,139
419153,2,Chennai Super Kings,Kolkata Knight Riders,143
419152,1,Mumbai Indians,Delhi Daredevils,183
419152,2,Delhi Daredevils,Mumbai Indians,144
419151,1,Deccan Chargers,Royal Challengers Bangalore,151
419151,2,Royal Challengers Bangalore,Deccan Chargers,138
419150,1,Mumbai Indians,Rajasthan Royals,174
419150,2,Rajasthan Royals,Mumbai Indians,137
419149,1,Delhi Daredevils,Kings XI Punjab,111
419149,2,Kings XI Punjab,Delhi Daredevils,112
419148,1,Kolkata Knight Riders,Royal Challengers Bangalore,160
419148,2,Royal Challengers Bangalore,Kolkata Knight Riders,162
419147,1,Chennai Super Kings,Deccan Chargers,138
419147,2,Deccan Chargers,Chennai Super Kings,139
419146,1,Mumbai Indians,Kings XI Punjab,154
419146,2,Kings XI Punjab,Mumbai Indians,158
419145,1,Royal Challengers Bangalore,Deccan Chargers,184
419145,2,Deccan Chargers,Royal Challengers Bangalore,186
419144,1,Kolkata Knight Riders,Delhi Daredevils,181
419144,2,Delhi Daredevils,Kolkata Knight Riders,167
419143,1,Kings XI Punjab,Rajasthan Royals,153
419143,2,Rajasthan Royals,Kings XI Punjab,157
419142,1,Chennai Super Kings,Mumbai Indians,165
419142,2,Mumbai Indians,Chennai Super Kings,141
419141,1,Rajasthan Royals,Deccan Chargers,159
419141,2,Deccan Chargers,Rajasthan Royals,157
419140,1,Delhi Daredevils,Royal Challengers Bangalore,184
419140,2,Royal Challengers Bangalore,Delhi Daredevils,147
419139,1,Kolkata Knight Riders,Kings XI Punjab,200
419139,2,Kings XI Punjab,Kolkata Knight Riders,204
419138,1,Mumbai Indians,Deccan Chargers,178
419138,2,Deccan Chargers,Mumbai Indians,115
419137,1,Chennai Super Kings,Rajasthan Royals,246
419137,2,Rajasthan Royals,Chennai Super Kings,223
419136,1,Kings XI Punjab,Royal Challengers Bangalore,181
419136,2,Royal Challengers Bangalore,Kings XI Punjab,184
419135,1,Kolkata Knight Riders,Deccan Chargers,181
419135,2,Deccan Chargers,Kolkata Knight Riders,157
419134,1,Delhi Daredevils,Rajasthan Royals,188
419134,2,Rajasthan Royals,Delhi Daredevils,121
419133,1,Royal Challengers Bangalore,Chennai Super Kings,161
419133,2,Chennai Super Kings,Royal Challengers Bangalore,162
419132,1,Kings XI Punjab,Mumbai Indians,163
419132,2,Mumbai Indians,Kings XI Punjab,164
419131,1,Delhi Daredevils,Kolkata Knight Riders,177
419131,2,Kolkata Knight Riders,Delhi Daredevils,137
419130,1,Mumbai Indians,Deccan Chargers,172
419130,2,Deccan Chargers,Mumbai Indians,131
419129,1,Rajasthan Royals,Chennai Super Kings,177
419129,2,Chennai Super Kings,Rajasthan Royals,160
419128,1,Delhi Daredevils,Royal Challengers Bangalore,183
419128,2,Royal Challengers Bangalore,Delhi Daredevils,166
419127,1,Kolkata Knight Riders,Kings XI Punjab,183
419127,2,Kings XI Punjab,Kolkata Knight Riders,144
419126,1,Deccan Chargers,Rajasthan Royals,148
419126,2,Rajasthan Royals,Deccan Chargers,151
419125,1,Chennai Super Kings,Mumbai Indians,180
419125,2,Mumbai Indians,Chennai Super Kings,181
419124,1,Rajasthan Royals,Kings XI Punjab,183
419124,2,Kings XI Punjab,Rajasthan Royals,152
419123,1,Royal Challengers Bangalore,Chennai Super Kings,171
419123,2,Chennai Super Kings,Royal Challengers Bangalore,135
419122,1,Kolkata Knight Riders,Mumbai Indians,155
419122,2,Mumbai Indians,Kolkata Knight Riders,156
419121,1,Kings XI Punjab,Chennai Super Kings,136
419121,2,Chennai Super Kings,Kings XI Punjab,136
419121,3,Chennai Super Kings,,9
419121,4,Kings XI Punjab,,10
419120,1,Deccan Chargers,Delhi Daredevils,171
419120,2,Delhi Daredevils,Deccan Chargers,161
419119,1,Mumbai Indians,Royal Challengers Bangalore,151
419119,2,Royal Challengers Bangalore,Mumbai Indians,155
419118,1,Rajasthan Royals,Kolkata Knight Riders,168
419118,2,Kolkata Knight Riders,Rajasthan Royals,134
419117,1,Deccan Chargers,Kings XI Punjab,170
419117,2,Kings XI Punjab,Deccan Chargers,164
419116,1,Delhi Daredevils,Chennai Super Kings,185
419116,2,Chennai Super Kings,Delhi Daredevils,190
419115,1,Rajasthan Royals,Royal Challengers Bangalore,92
419115,2,Royal Challengers Bangalore,Rajasthan Royals,93
419114,1,Mumbai Indians,Delhi Daredevils,218
419114,2,Delhi Daredevils,Mumbai Indians,120
419113,1,Chennai Super Kings,Kolkata Knight Riders,164
419113,2,Kolkata Knight Riders,Chennai Super Kings,109
419112,1,Kings XI Punjab,Royal Challengers Bangalore,203
419112,2,Royal Challengers Bangalore,Kings XI Punjab,204
419111,1,Rajasthan Royals,Delhi Daredevils,141
419111,2,Delhi Daredevils,Rajasthan Royals,142
419110,1,Deccan Chargers,Chennai Super Kings,190
419110,2,Chennai Super Kings,Deccan Chargers,159
419109,1,Royal Challengers Bangalore,Kolkata Knight Riders,135
419109,2,Kolkata Knight Riders,Royal Challengers Bangalore,136
419108,1,Kings XI Punjab,Delhi Daredevils,142
419108,2,Delhi Daredevils,Kings XI Punjab,146
419107,1,Mumbai Indians,Rajasthan Royals,212
419107,2,Rajasthan Royals,Mumbai Indians,208
419106,1,Kolkata Knight Riders,Deccan Chargers,161
419106,2,Deccan Chargers,Kolkata Knight Riders,150
392239,1,Deccan Chargers,Royal Challengers Bangalore,143
392239,2,Royal Challengers Bangalore,Deccan Chargers,137
392238,1,Chennai Super Kings,Royal Challengers Bangalore,146
392238,2,Royal Challengers Bangalore,Chennai Super Kings,149
392237,1,Delhi Daredevils,Deccan Chargers,153
392237,2,Deccan Chargers,Delhi Daredevils,154
392236,1,Royal Challengers Bangalore,Deccan Chargers,170
392236,2,Deccan Chargers,Royal Challengers Bangalore,158
392235,1,Mumbai Indians,Delhi Daredevils,165
392235,2,Delhi Daredevils,Mumbai Indians,166
392234,1,Chennai Super Kings,Kings XI Punjab,116
392234,2,Kings XI Punjab,Chennai Super Kings,92
392233,1,Rajasthan Royals,Kolkata Knight Riders,101
392233,2,Kolkata Knight Riders,Rajasthan Royals,102
392232,1,Delhi Daredevils,Royal Challengers Bangalore,134
392232,2,Royal Challengers Bangalore,Delhi Daredevils,135
392231,1,Chennai Super Kings,Kolkata Knight Riders,188
392231,2,Kolkata Knight Riders,Chennai Super Kings,189
392230,1,Delhi Daredevils,Rajasthan Royals,150
392230,2,Rajasthan Royals,Delhi Daredevils,136
392229,1,Kings XI Punjab,Deccan Chargers,134
392229,2,Deccan Chargers,Kings XI Punjab,133
392228,1,Kolkata Knight Riders,Deccan Chargers,160
392228,2,Deccan Chargers,Kolkata Knight Riders,166
392227,1,Mumbai Indians,Chennai Super Kings,147
392227,2,Chennai Super Kings,Mumbai Indians,151
392226,1,Delhi Daredevils,Kings XI Punjab,120
392226,2,Kings XI Punjab,Delhi Daredevils,123
392225,1,Rajasthan Royals,Mumbai Indians,145
392225,2,Mumbai Indians,Rajasthan Royals,143
392224,1,Chennai Super Kings,Royal Challengers Bangalore,129
392224,2,Royal Challengers Bangalore,Chennai Super Kings,132
392223,1,Delhi Daredevils,Deccan Chargers,173
392223,2,Deccan Chargers,Delhi Daredevils,161
392222,1,Kings XI Punjab,Mumbai Indians,119
392222,2,Mumbai Indians,Kings XI Punjab,122
392221,1,Kolkata Knight Riders,Royal Challengers Bangalore,173
392221,2,Royal Challengers Bangalore,Kolkata Knight Riders,176
392220,1,Deccan Chargers,Rajasthan Royals,166
392220,2,Rajasthan Royals,Deccan Chargers,113
392219,1,Kolkata Knight Riders,Delhi Daredevils,123
392219,2,Delhi Daredevils,Kolkata Knight Riders,125
392218,1,Mumbai Indians,Royal Challengers Bangalore,157
392218,2,Royal Challengers Bangalore,Mumbai Indians,141
392217,1,Rajasthan Royals,Chennai Super Kings,140
392217,2,Chennai Super Kings,Rajasthan Royals,141
392216,1,Deccan Chargers,Kings XI Punjab,168
392216,2,Kings XI Punjab,Deccan Chargers,169
392215,1,Mumbai Indians,Delhi Daredevils,116
392215,2,Delhi Daredevils,Mumbai Indians,118
392214,1,Chennai Super Kings,Kings XI Punjab,185
392214,2,Kings XI Punjab,Chennai Super Kings,174
392213,1,Royal Challengers Bangalore,Rajasthan Royals,105
392213,2,Rajasthan Royals,Royal Challengers Bangalore,107
392212,1,Deccan Chargers,Mumbai Indians,145
392212,2,Mumbai Indians,Deccan Chargers,126
392211,1,Kolkata Knight Riders,Delhi Daredevils,154
392211,2,Delhi Daredevils,Kolkata Knight Riders,157
392210,1,Rajasthan Royals,Kings XI Punjab,211
392210,2,Kings XI Punjab,Rajasthan Royals,133
392209,1,Chennai Super Kings,Deccan Chargers,178
392209,2,Deccan Chargers,Chennai Super Kings,100
392208,1,Mumbai Indians,Royal Challengers Bangalore,149
392208,2,Royal Challengers Bangalore,Mumbai Indians,150
392207,1,Kolkata Knight Riders,Kings XI Punjab,153
392207,2,Kings XI Punjab,Kolkata Knight Riders,154
392206,1,Chennai Super Kings,Delhi Daredevils,163
392206,2,Delhi Daredevils,Chennai Super Kings,145
392205,1,Deccan Chargers,Rajasthan Royals,141
392205,2,Rajasthan Royals,Deccan Chargers,142
392204,1,Royal Challengers Bangalore,Kings XI Punjab,145
392204,2,Kings XI Punjab,Royal Challengers Bangalore,137
392203,1,Mumbai Indians,Kolkata Knight Riders,148
392203,2,Kolkata Knight Riders,Mumbai Indians,139
392202,1,Chennai Super Kings,Rajasthan Royals,164
392202,2,Rajasthan Royals,Chennai Super Kings,126
392201,1,Deccan Chargers,Delhi Daredevils,148
392201,2,Delhi Daredevils,Deccan Chargers,150
392200,1,Kings XI Punjab,Mumbai Indians,119
392200,2,Mumbai Indians,Kings XI Punjab,116
392199,1,Kolkata Knight Riders,Royal Challengers Bangalore,139
392199,2,Royal Challengers Bangalore,Kolkata Knight Riders,143
392198,1,Delhi Daredevils,Rajasthan Royals,143
392198,2,Rajasthan Royals,Delhi Daredevils,147
392197,1,Mumbai Indians,Kolkata Knight Riders,187
392197,2,Kolkata Knight Riders,Mumbai Indians,95
392196,1,Chennai Super Kings,Deccan Chargers,165
392196,2,Deccan Chargers,Chennai Super Kings,169
392195,1,Kings XI Punjab,Rajasthan Royals,139
392195,2,Rajasthan Royals,Kings XI Punjab,112
392194,1,Royal Challengers Bangalore,Delhi Daredevils,149
392194,2,Delhi Daredevils,Royal Challengers Bangalore,150
392192,1,Deccan Chargers,Mumbai Indians,168
392192,2,Mumbai Indians,Deccan Chargers,156
392191,1,Royal Challengers Bangalore,Kings XI Punjab,168
392191,2,Kings XI Punjab,Royal Challengers Bangalore,173
392190,1,Rajasthan Royals,Kolkata Knight Riders,150
392190,2,Kolkata Knight Riders,Rajasthan Royals,150
392190,3,Kolkata Knight Riders,,15
392190,4,Rajasthan Royals,,18
392189,1,Delhi Daredevils,Chennai Super Kings,189
392189,2,Chennai Super Kings,Delhi Daredevils,180
392188,1,Deccan Chargers,Royal Challengers Bangalore,184
392188,2,Royal Challengers Bangalore,Deccan Chargers,160
392186,1,Kings XI Punjab,Kolkata Knight Riders,158
392186,2,Kolkata Knight Riders,Kings XI Punjab,79
392185,1,Chennai Super Kings,Royal Challengers Bangalore,179
392185,2,Royal Challengers Bangalore,Chennai Super Kings,87
392184,1,Kolkata Knight Riders,Deccan Chargers,101
392184,2,Deccan Chargers,Kolkata Knight Riders,104
392183,1,Kings XI Punjab,Delhi Daredevils,104
392183,2,Delhi Daredevils,Kings XI Punjab,58
392182,1,Royal Challengers Bangalore,Rajasthan Royals,133
392182,2,Rajasthan Royals,Royal Challengers Bangalore,58
392181,1,Mumbai Indians,Chennai Super Kings,165
392181,2,Chennai Super Kings,Mumbai Indians,146
336040,1,Chennai Super Kings,Rajasthan Royals,163
336040,2,Rajasthan Royals,Chennai Super Kings,164
336039,1,Kings XI Punjab,Chennai Super Kings,112
336039,2,Chennai Super Kings,Kings XI Punjab,116
336038,1,Rajasthan Royals,Delhi Daredevils,192
336038,2,Delhi Daredevils,Rajasthan Royals,87
336037,1,Deccan Chargers,Chennai Super Kings,147
336037,2,Chennai Super Kings,Deccan Chargers,148
336036,1,Mumbai Indians,Rajasthan Royals,145
336036,2,Rajasthan Royals,Mumbai Indians,146
336035,1,Kings XI Punjab,Kolkata Knight Riders,174
336035,2,Kolkata Knight Riders,Kings XI Punjab,175
336034,1,Royal Challengers Bangalore,Deccan Chargers,156
336034,2,Deccan Chargers,Royal Challengers Bangalore,153
336033,1,Rajasthan Royals,Chennai Super Kings,211
336033,2,Chennai Super Kings,Rajasthan Royals,201
336032,1,Mumbai Indians,Delhi Daredevils,176
336032,2,Delhi Daredevils,Mumbai Indians,179
336031,1,Deccan Chargers,Kings XI Punjab,175
336031,2,Kings XI Punjab,Deccan Chargers,178
336029,1,Royal Challengers Bangalore,Chennai Super Kings,126
336029,2,Chennai Super Kings,Royal Challengers Bangalore,112
336028,1,Kings XI Punjab,Mumbai Indians,189
336028,2,Mumbai Indians,Kings XI Punjab,188
336027,1,Kolkata Knight Riders,Rajasthan Royals,147
336027,2,Rajasthan Royals,Kolkata Knight Riders,150
336026,1,Royal Challengers Bangalore,Delhi Daredevils,154
336026,2,Delhi Daredevils,Royal Challengers Bangalore,158
336025,1,Kolkata Knight Riders,Chennai Super Kings,149
336025,2,Chennai Super Kings,Kolkata Knight Riders,55
336024,1,Mumbai Indians,Deccan Chargers,178
336024,2,Deccan Chargers,Mumbai Indians,153
336023,1,Rajasthan Royals,Royal Challengers Bangalore,197
336023,2,Royal Challengers Bangalore,Rajasthan Royals,132
336022,1,Delhi Daredevils,Kings XI Punjab,118
336022,2,Kings XI Punjab,Delhi Daredevils,94
336021,1,Kolkata Knight Riders,Mumbai Indians,67
336021,2,Mumbai Indians,Kolkata Knight Riders,68
336020,1,Delhi Daredevils,Deccan Chargers,194
336020,2,Deccan Chargers,Delhi Daredevils,182
336019,1,Kings XI Punjab,Rajasthan Royals,221
336019,2,Rajasthan Royals,Kings XI Punjab,180
336018,1,Chennai Super Kings,Mumbai Indians,156
336018,2,Mumbai Indians,Chennai Super Kings,158
336017,1,Kolkata Knight Riders,Delhi Daredevils,133
336017,2,Delhi Daredevils,Kolkata Knight Riders,110
336016,1,Royal Challengers Bangalore,Kings XI Punjab,143
336016,2,Kings XI Punjab,Royal Challengers Bangalore,144
336015,1,Delhi Daredevils,Rajasthan Royals,156
336015,2,Rajasthan Royals,Delhi Daredevils,159
336014,1,Kolkata Knight Riders,Deccan Chargers,204
336014,2,Deccan Chargers,Kolkata Knight Riders,181
336013,1,Chennai Super Kings,Kings XI Punjab,181
336013,2,Kings XI Punjab,Chennai Super Kings,163
336012,1,Royal Challengers Bangalore,Mumbai Indians,122
336012,2,Mumbai Indians,Royal Challengers Bangalore,126
336011,1,Deccan Chargers,Rajasthan Royals,140
336011,2,Rajasthan Royals,Deccan Chargers,141
336010,1,Kolkata Knight Riders,Royal Challengers Bangalore,129
336010,2,Royal Challengers Bangalore,Kolkata Knight Riders,124
336009,1,Delhi Daredevils,Chennai Super Kings,187
336009,2,Chennai Super Kings,Delhi Daredevils,188
336008,1,Rajasthan Royals,Mumbai Indians,103
336008,2,Mumbai Indians,Rajasthan Royals,104
336007,1,Chennai Super Kings,Deccan Chargers,144
336007,2,Deccan Chargers,Chennai Super Kings,148
336006,1,Royal Challengers Bangalore,Kings XI Punjab,126
336006,2,Kings XI Punjab,Royal Challengers Bangalore,127
336005,1,Chennai Super Kings,Rajasthan Royals,109
336005,2,Rajasthan Royals,Chennai Super Kings,110
336004,1,Mumbai Indians,Delhi Daredevils,162
336004,2,Delhi Daredevils,Mumbai Indians,133
336003,1,Kings XI Punjab,Kolkata Knight Riders,178
336003,2,Kolkata Knight Riders,Kings XI Punjab,169
336002,1,Deccan Chargers,Royal Challengers Bangalore,165
336002,2,Royal Challengers Bangalore,Deccan Chargers,171
336001,1,Chennai Super Kings,Delhi Daredevils,169
336001,2,Delhi Daredevils,Chennai Super Kings,172
336000,1,Rajasthan Royals,Kolkata Knight Riders,196
336000,2,Kolkata Knight Riders,Rajasthan Royals,151
335999,1,Deccan Chargers,Kings XI Punjab,164
335999,2,Kings XI Punjab,Deccan Chargers,167
335998,1,Delhi Daredevils,Royal Challengers Bangalore,191
335998,2,Royal Challengers Bangalore,Delhi Daredevils,181
335997,1,Kolkata Knight Riders,Mumbai Indians,137
335997,2,Mumbai Indians,Kolkata Knight Riders,138
335996,1,Chennai Super Kings,Royal Challengers Bangalore,178
335996,2,Royal Challengers Bangalore,Chennai Super Kings,165
335995,1,Delhi Daredevils,Kings XI Punjab,158
335995,2,Kings XI Punjab,Delhi Daredevils,162
335994,1,Mumbai Indians,Deccan Chargers,154
335994,2,Deccan Chargers,Mumbai Indians,155
335993,1,Kolkata Knight Riders,Chennai Super Kings,147
335993,2,Chennai Super Kings,Kolkata Knight Riders,152
335992,1,Royal Challengers Bangalore,Rajasthan Royals,135
335992,2,Rajasthan Royals,Royal Challengers Bangalore,138
335991,1,Kings XI Punjab,Mumbai Indians,182
335991,2,Mumbai Indians,Kings XI Punjab,116
335990,1,Deccan Chargers,Rajasthan Royals,214
335990,2,Rajasthan Royals,Deccan Chargers,217
335989,1,Chennai Super Kings,Mumbai Indians,208
335989,2,Mumbai Indians,Chennai Super Kings,202
335988,1,Deccan Chargers,Delhi Daredevils,142
335988,2,Delhi Daredevils,Deccan Chargers,143
335987,1,Kings XI Punjab,Rajasthan Royals,166
335987,2,Rajasthan Royals,Kings XI Punjab,168
335986,1,Deccan Chargers,Kolkata Knight Riders,110
335986,2,Kolkata Knight Riders,Deccan Chargers,112
335985,1,Mumbai Indians,Royal Challengers Bangalore,165
335985,2,Royal Challengers Bangalore,Mumbai Indians,166
335984,1,Rajasthan Royals,Delhi Daredevils,129
335984,2,Delhi Daredevils,Rajasthan Royals,132
335983,1,Chennai Super Kings,Kings XI Punjab,240
335983,2,Kings XI Punjab,Chennai Super Kings,207
335982,1,Kolkata Knight Riders,Royal Challengers Bangalore,222
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,82
